popularity,release_date,release_year,title,vote_average,vote_count
1.264456,2016-02-24,2016-02-24,Spirits' Homecoming,8.5,5.0
0.512355,2016-04-15,2016-04-15,The First Monday in May,7.6,9.0
0.208344,2016-03-12,2016-03-12,Lady Day at Emerson's Bar & Grill,6.7,3.0
0.933088,2015-10-02,2015-10-02,Empire of Corpses,5.7,11.0
0.262111,2015-09-28,2015-09-28,In Search of the Ultra-Sex,8.0,1.0
3.55933,2016-10-07,2016-10-07,A Quiet Passion,7.5,26.0
1.763859,2016-08-08,2016-08-08,Chosen,3.4,9.0
12.664893,2016-03-25,2016-03-25,The Whole Truth,6.3,202.0
7.772375,2016-02-11,2016-02-11,The Model,5.9,31.0
2.060918,2016-05-16,2016-05-16,Sundown,5.9,30.0
7.78179,2016-09-30,2016-09-30,American Honey,6.5,213.0
0.470688,2016-06-25,2016-06-25,Deon Cole: Cole-Blooded Seminar,8.3,3.0
0.059958,2015-01-01,2015-01-01,Abandoned Dead,2.0,1.0
0.231781,2016-08-11,2016-08-11,Out of Love,4.8,2.0
0.089967,2015-11-20,2015-11-20,Hieronymus Bosch: Touched by the Devil,8.0,1.0
8.835928,2016-08-19,2016-08-19,Imperium,6.3,381.0
1.300806,2015-10-22,2015-10-22,Blush,6.2,9.0
0.17471,2016-02-11,2016-02-11,The Wounded Angel,7.3,4.0
0.332145,2016-02-15,2016-02-15,Road to Istanbul,6.8,5.0
4.341522,2016-08-19,2016-08-19,David Brent: Life on the Road,6.0,104.0
0.051763,2016-07-19,2016-07-19,Vintage Tomorrows,0.0,0.0
4.308868,2016-03-23,2016-03-23,The Country Doctor,6.0,67.0
1.022702,2016-02-13,2016-02-13,Tomcat,0.0,0.0
2.066571,2015-10-28,2015-10-28,Fatal Intuition,5.8,9.0
6.409124,2016-08-26,2016-08-26,I Am Not a Serial Killer,6.2,126.0
0.684656,2015-04-17,2015-04-17,Chris D'Elia: Incorrigible,4.9,8.0
1.39872,2016-06-20,2016-06-20,VHS Massacre: Cult Films and the Decline of Physical Media,5.4,7.0
0.762399,2015-11-09,2015-11-09,These Daughters of Mine,6.2,5.0
2.312852,2016-01-08,2016-01-08,Kizumonogatari Part 1: Tekketsu,7.6,16.0
1.376617,2015-11-27,2015-11-27,Ajin: Demi-Human - Compel,7.5,8.0
4.299518,2015-01-09,2015-01-09,Psycho-Pass: The Movie,7.2,40.0
0.049134,2016-02-26,2016-02-26,Last Minute,0.0,0.0
0.140513,2015-10-16,2015-10-16,Dancin' It's On,4.3,2.0
0.772555,2015-05-26,2015-05-26,The Black Hole,3.2,10.0
6.482559,2016-08-26,2016-08-26,Hands of Stone,6.0,110.0
0.049518,2016-01-21,2016-01-21,A Lovasíjász,0.0,0.0
2.915106,2016-01-22,2016-01-22,The Fits,6.7,44.0
2.869366,2016-08-19,2016-08-19,Morris from America,6.0,37.0
0.774252,2015-10-06,2015-10-06,Nocturna,4.6,9.0
0.374783,2015-09-24,2015-09-24,Arianna,6.0,4.0
0.19332,2015-01-07,2015-01-07,What's Between Us,5.0,1.0
1.563618,2015-09-16,2015-09-16,Sky,6.4,17.0
0.11171,2015-09-18,2015-09-18,Pikadero,0.0,0.0
1.888444,2016-06-17,2016-06-17,The Last Heist,4.9,24.0
0.555076,2016-08-25,2016-08-25,Burning Bodhi,5.7,6.0
9.285519,2016-07-29,2016-07-29,Shin Godzilla,6.6,152.0
3.88813,2016-04-03,2016-04-03,Sniper: Special Ops,5.0,25.0
5.070828,2016-07-14,2016-07-14,Hard Target 2,5.6,44.0
6.942043,2016-05-19,2016-05-19,Cartels,5.0,13.0
3.103057,2016-11-30,2016-11-30,Honey 3: Dare to Dance,5.1,63.0
4.989233,2016-08-26,2016-08-26,The Intervention,6.1,38.0
8.316558,2016-04-27,2016-04-27,The Sea of Trees,6.3,133.0
5.2402,2016-08-26,2016-08-26,XOXO,6.0,149.0
1.78089,2016-08-19,2016-08-19,Lake Bodom,5.6,26.0
1.47094,2015-12-01,2015-12-01,Terra,9.1,9.0
34.461252,2016-08-26,2016-08-26,Your Name.,8.5,1030.0
0.272941,2015-09-24,2015-09-24,Birdboy: The Forgotten Children,7.7,7.0
0.867506,2016-08-25,2016-08-25,Refrigerantes e Canções de Amor,0.0,0.0
0.042765,2016-05-21,2016-05-21,Dan Soder: Not Special,0.0,0.0
1.98305,2016-02-02,2016-02-02,Forsaken,4.1,7.0
2.438503,2016-05-20,2016-05-20,The Architect,4.8,9.0
1.611466,2015-12-16,2015-12-16,The Very Private Life of Mister Sim,5.9,23.0
0.402697,2016-03-04,2016-03-04,On the Other Side,8.5,2.0
0.683367,2016-03-10,2016-03-10,Greetings From Fukushima,5.8,9.0
0.426831,2015-06-29,2015-06-29,Larry Kramer In Love & Anger,6.3,3.0
2.689328,2015-02-26,2015-02-26,Wondrous Boccaccio,5.8,24.0
2.504774,2016-08-26,2016-08-26,Natural Selection,5.7,33.0
0.645155,2016-09-01,2016-09-01,Chasing Great,9.3,3.0
1.446837,2016-01-07,2016-01-07,Nahid,7.3,8.0
0.656226,2016-02-05,2016-02-05,Maheshinte Prathikaaram,7.7,9.0
0.382806,2016-08-26,2016-08-26,Jeff Foxworthy & Larry the Cable Guy: We've Been Thinking,0.0,0.0
2.143813,2015-09-09,2015-09-09,Demon,5.9,26.0
0.201191,2015-08-21,2015-08-21,Maz Jobrani: I'm Not a Terrorist But I've Played One on TV,7.8,5.0
5.174641,2015-10-14,2015-10-14,The Ardennes,7.2,44.0
1.042364,2016-08-30,2016-08-30,Batman Unlimited: Mechs vs. Mutants,5.2,9.0
0.3861,2016-08-18,2016-08-18,Once Again,0.0,0.0
0.908656,2015-10-14,2015-10-14,Black Road,4.9,4.0
0.31473,2016-10-06,2016-10-06,Bachelors,4.2,6.0
4.559646,2016-08-10,2016-08-10,Tunnel,7.2,72.0
2.445975,2016-10-06,2016-10-06,Little Sister,6.2,29.0
11.684425,2016-09-25,2016-09-25,Certain Women,6.3,65.0
1.876069,2016-09-02,2016-09-02,The Happiest Day in the Life of Olli Mäki,6.9,11.0
4.860265,2016-09-01,2016-09-01,Aquarius,7.5,97.0
0.301251,2016-04-15,2016-04-15,I'll Sleep When I'm Dead,6.4,7.0
4.068005,2016-04-26,2016-04-26,Guernica,5.3,41.0
2.656999,2016-07-29,2016-07-29,Equity,5.8,40.0
1.460679,2015-07-23,2015-07-23,Cash Only,5.6,8.0
1.847581,2015-05-19,2015-05-19,Ingrid Bergman: In Her Own Words,7.6,14.0
2.429089,2016-04-01,2016-04-01,The Amityville Terror,4.4,11.0
0.687778,2015-11-13,2015-11-13,Can We Take a Joke?,7.8,4.0
1.061991,2017-05-23,2017-05-23,Mamaboy,1.0,1.0
1.832135,2016-10-12,2016-10-12,Virtual Revolution,5.5,6.0
4.432702,2015-03-03,2015-03-03,Landmine Goes Click,5.7,36.0
0.036478,2016-04-17,2016-04-17,jazzy@32 (a true story),0.0,0.0
2.901372,2017-02-15,2017-02-15,David Lynch: The Art Life,7.2,32.0
3.22727,2015-09-24,2015-09-24,Waffle Street,6.1,43.0
0.98172,2016-02-26,2016-02-26,Who's Driving Doug,6.0,3.0
0.381319,2015-02-02,2015-02-02,Dhanak,7.9,7.0
0.724078,2016-03-18,2016-03-18,No Letting Go,8.3,3.0
0.020813,2015-01-31,2015-01-31,Caffeinated,0.0,0.0
0.871518,2016-08-05,2016-08-05,Citizen Soldier,6.3,3.0
0.027302,2015-10-25,2015-10-25,Coaching Colburn,0.0,0.0
1.402798,2016-08-09,2016-08-09,DC Super Hero Girls: Hero of the Year,4.8,11.0
0.288275,2015-08-17,2015-08-17,Invoked,3.2,7.0
21.037699,2016-10-07,2016-10-07,Hacksaw Ridge,7.8,3294.0
0.996435,2015-02-05,2015-02-05,Archive 253,4.2,11.0
0.698984,2015-10-03,2015-10-03,Night of the Wild,3.5,12.0
0.41566,2016-08-06,2016-08-06,David Cross: Making America Great Again,7.0,8.0
3.069108,2016-09-09,2016-09-09,Other People,6.7,58.0
0.226631,2015-02-14,2015-02-14,Out of My Hand,7.3,4.0
0.969886,2016-09-06,2016-09-06,Mostly Ghostly 3: One Night in Doom House,4.4,8.0
0.667225,2016-04-28,2016-04-28,City 40,6.1,9.0
0.133286,2016-09-02,2016-09-02,Siccin 3: Cürmü Ask,10.0,2.0
2.701186,2016-08-26,2016-08-26,Rampage: President Down,5.1,37.0
3.087962,2016-09-09,2016-09-09,For the Love of Spock,7.8,48.0
0.107496,2016-01-22,2016-01-22,Los Punks: We Are All We Have,5.0,2.0
2.197914,2016-04-22,2016-04-22,Toro,5.5,40.0
5.248189,2016-04-01,2016-04-01,"Kiki, Love to Love",6.4,93.0
1.616992,2016-04-26,2016-04-26,Summer of 8,7.4,18.0
0.096894,2015-06-20,2015-06-20,Salam Neighbor,8.3,2.0
0.193619,2015-08-19,2015-08-19,My Lonely Me,0.0,0.0
3.80694,2016-02-25,2016-02-25,The Most Beautiful Day,7.0,60.0
3.173875,2015-03-03,2015-03-03,Off Course,6.0,66.0
8.987123,2016-08-31,2016-08-31,Divines,8.1,161.0
13.417585,2016-09-22,2016-09-22,USS Indianapolis: Men of Courage,6.0,124.0
3.55628,2016-09-09,2016-09-09,Devil's Bride,6.6,8.0
0.507143,2016-08-31,2016-08-31,Saint George,5.3,2.0
0.532013,2016-09-08,2016-09-08,Jules and Dolores,6.9,9.0
8.009568,2016-11-10,2016-11-10,Billy Lynn's Long Halftime Walk,5.9,158.0
0.886639,2016-09-07,2016-09-07,Born in Heinola,8.5,6.0
11.901343,2016-09-15,2016-09-15,Blair Witch,4.9,590.0
1.864784,2016-09-09,2016-09-09,Transpecos,6.1,16.0
5.723985,2016-08-25,2016-08-25,The Hollars,6.4,81.0
0.509817,2015-11-05,2015-11-05,Olmo & the Seagull,7.2,6.0
7.078301,2016-09-15,2016-09-15,The Beatles: Eight Days a Week - The Touring Years,7.6,92.0
6.966654,2016-07-14,2016-07-14,Kickboxer: Vengeance,4.5,103.0
9.555114,2017-04-21,2017-04-21,The Promise,7.3,69.0
7.977391,2016-11-04,2016-11-04,Loving,6.5,275.0
1.427353,2016-03-12,2016-03-12,Miss Stevens,6.0,17.0
8.403532,2016-10-14,2016-10-14,Christine,6.9,81.0
1.297714,2016-09-16,2016-09-16,Silicon Cowboys,6.3,18.0
6.636625,2016-09-15,2016-09-15,31,4.9,193.0
0.561999,2016-09-05,2016-09-05,Comedy Central Roast of Rob Lowe,6.6,5.0
7.134446,2016-09-09,2016-09-09,ARQ,6.1,340.0
2.292561,2015-12-31,2015-12-31,Fan Girl,5.3,14.0
0.60305,2016-01-22,2016-01-22,Prescription Thugs,6.6,16.0
3.491786,2016-09-16,2016-09-16,Tell Me How I Die,5.3,44.0
0.584595,2016-10-08,2016-10-08,Warkop DKI Reborn: Jangkrik Boss! Part 1,7.0,3.0
2.484009,2016-02-05,2016-02-05,Bad Cat,7.1,12.0
2.450026,2016-02-18,2016-02-18,Fire at Sea,6.5,63.0
0.023534,2015-07-06,2015-07-06,Nightlife,0.0,0.0
0.061353,2015-10-15,2015-10-15,Life Is a Trumpet,5.0,1.0
0.954408,2016-10-28,2016-10-28,Burn Burn Burn,6.5,9.0
2.002313,2016-04-01,2016-04-01,Finding Altamira,5.7,37.0
0.025294,2015-09-11,2015-09-11,Return of the Atom,0.0,0.0
0.356588,2016-09-15,2016-09-15,Love Stories,4.5,2.0
1.461567,2016-05-25,2016-05-25,Fiore,6.2,32.0
5.266422,2016-03-31,2016-03-31,One Kiss,7.1,88.0
0.743868,2016-11-10,2016-11-10,Worldly Girl,6.6,11.0
0.536357,2015-09-03,2015-09-03,For Your Sake,6.0,6.0
1.106699,2016-01-05,2016-01-05,Assolo,5.0,21.0
2.30083,2016-04-21,2016-04-21,The Confessions,5.5,25.0
0.098526,2015-10-22,2015-10-22,The Queen of Ireland,5.0,2.0
0.027059,2015-11-05,2015-11-05,Spandex Sapiens,0.0,0.0
3.443724,2015-08-30,2015-08-30,Most Likely to Die,4.2,46.0
0.503064,2015-03-15,2015-03-15,The Automatic Hate,6.4,5.0
5.793238,2016-03-13,2016-03-13,Tower,8.1,50.0
6.165491,2016-10-19,2016-10-19,From the Land of the Moon,6.7,63.0
0.681617,2015-10-30,2015-10-30,White People,4.5,2.0
1.154832,2016-02-26,2016-02-26,We Need to Talk,5.6,16.0
0.312737,2015-10-06,2015-10-06,Freelance,6.9,7.0
21.815354,2016-09-09,2016-09-09,I.T.,5.3,198.0
6.001302,2016-08-19,2016-08-19,The Neighbor,5.6,76.0
1.730661,2016-04-27,2016-04-27,Paris 05:59: Théo & Hugo,7.5,17.0
3.908626,2016-04-22,2016-04-22,Nina,5.7,22.0
1.539873,2016-09-12,2016-09-12,The Curse of Robert the Doll,2.7,3.0
0.844263,2016-10-21,2016-10-21,Jeremy,5.8,6.0
4.172155,2016-11-16,2016-11-16,Planetarium,4.7,42.0
24.483893,2016-10-07,2016-10-07,A Monster Calls,6.8,1023.0
30.83786,2016-11-10,2016-11-10,Arrival,7.2,5729.0
0.088382,2016-09-21,2016-09-21,Samurai Rauni,0.0,0.0
1.051531,2016-04-24,2016-04-24,Rumbos,6.3,18.0
0.26434,2016-04-28,2016-04-28,Traceroute,8.7,4.0
0.062544,2015-11-14,2015-11-14,The Lost Arcade,9.0,1.0
1.888341,2016-03-24,2016-03-24,"I, Olga Hepnarova",7.8,10.0
12.687521,2016-09-22,2016-09-22,Storks,6.7,706.0
4.825361,2016-05-21,2016-05-21,After the Storm,7.2,55.0
0.065665,2015-01-31,2015-01-31,The Secret World of Lewis Carroll,0.0,0.0
0.037745,2016-04-14,2016-04-14,Loop,0.0,0.0
0.100054,2016-01-01,2016-01-01,I am not Salvador,5.0,2.0
4.055025,2016-09-30,2016-09-30,Maximum Ride,4.5,69.0
8.447096,2016-09-28,2016-09-28,Penny Pincher!,5.4,222.0
1.151032,2016-08-03,2016-08-03,Sieranevada,7.8,16.0
1.826317,2016-09-28,2016-09-28,Dogs,7.0,6.0
1.874158,2016-01-30,2016-01-30,Horace and Pete,7.5,12.0
3.870762,2016-09-23,2016-09-23,Audrie & Daisy,7.2,53.0
1.182674,2016-09-23,2016-09-23,Iliza Shlesinger: Confirmed Kills,6.8,12.0
2.522699,2016-03-23,2016-03-23,Endless Poetry,7.7,27.0
0.390047,2015-06-26,2015-06-26,Love & Peace,7.0,9.0
0.469509,2015-01-08,2015-01-08,Roles in the Wind,6.1,8.0
2.344607,2016-08-26,2016-08-26,Level Up,4.7,16.0
10.444797,2016-09-23,2016-09-23,The Girl with All the Gifts,6.4,453.0
3.614272,2016-09-08,2016-09-08,The Distinguished Citizen,7.3,37.0
4.541007,2016-12-08,2016-12-08,Abattoir,4.6,63.0
9.57783,2016-01-14,2016-01-14,All Roads Lead to Rome,4.7,63.0
0.498127,2016-07-01,2016-07-01,Bounty Hunters,7.1,8.0
1.861683,2016-03-28,2016-03-28,Maigret Sets a Trap,6.9,26.0
1.645231,2016-07-15,2016-07-15,The Bodyguard,6.5,15.0
5.440884,2015-03-23,2015-03-23,I Am a Hero,6.7,58.0
3.798504,2016-12-23,2016-12-23,Railroad Tigers,6.2,22.0
3.075981,2016-09-28,2016-09-28,Asura: The City of Madness,5.8,12.0
0.550522,2016-05-21,2016-05-21,Zebra,5.0,1.0
1.129126,2016-08-18,2016-08-18,Erased,6.7,3.0
12.597842,2016-08-12,2016-08-12,Call of Heroes,6.3,25.0
1.528202,2016-08-11,2016-08-11,Line Walker,5.6,11.0
7.321152,2016-10-12,2016-10-12,My Life as a Zucchini,7.7,215.0
0.460016,2016-03-03,2016-03-03,Musudan,5.5,3.0
0.100128,2016-01-01,2016-01-01,Everybody's Fine,0.0,0.0
1.46537,2016-09-06,2016-09-06,In-Lawfully Yours,5.9,16.0
0.446834,2016-09-09,2016-09-09,Freaky Ali,7.3,3.0
3.244121,2016-09-15,2016-09-15,Goodbye Berlin,7.3,49.0
1.085116,2015-12-10,2015-12-10,Public Works,7.3,11.0
2.09366,2015-06-13,2015-06-13,A Country Called Home,5.7,11.0
0.979311,2015-03-16,2015-03-16,Sneakerheadz,6.0,11.0
0.811783,2016-07-02,2016-07-02,Redistributors,5.1,6.0
1.217114,2016-05-03,2016-05-03,Crossing Point,5.7,8.0
1.035997,2016-07-01,2016-07-01,The Night Stalker,6.2,10.0
0.504189,2015-10-22,2015-10-22,Lost in Munich,8.0,5.0
9.078809,2016-09-10,2016-09-10,Amanda Knox,6.7,138.0
1.483826,2015-04-24,2015-04-24,Brotherly Love,6.9,21.0
9.809168,2017-06-12,2017-06-12,All Eyez on Me,6.3,436.0
0.029416,2016-01-01,2016-01-01,All the Difference,0.0,0.0
3.046838,2015-10-22,2015-10-22,Io che amo solo te,5.2,76.0
1.71044,2015-04-02,2015-04-02,La scelta,4.7,16.0
14.567726,2016-08-20,2016-08-20,Interrogation,4.7,23.0
0.526202,2016-08-18,2016-08-18,Time Raiders,7.3,4.0
1.251677,2015-04-24,2015-04-24,The Debt,4.3,8.0
1.997362,2016-01-18,2016-01-18,El pregón,5.3,25.0
0.550609,2016-04-08,2016-04-08,My Name Is Emily,6.7,3.0
1.535711,2016-03-25,2016-03-25,Duell der Brüder - Die Geschichte von Adidas und Puma,7.4,10.0
0.983778,2016-09-24,2016-09-24,Gringo: The Dangerous Life of John McAfee,7.3,11.0
19.454717,2016-09-02,2016-09-02,No manches Frida,7.4,48.0
5.206871,2016-09-09,2016-09-09,Kicks,7.5,19.0
2.847833,2016-07-29,2016-07-29,Operation Avalanche,6.5,58.0
0.020028,2015-02-22,2015-02-22,The Third Annual 'On Cinema' Oscar Special,0.0,0.0
0.442896,2015-03-01,2015-03-01,Killswitch,7.5,8.0
0.56785,2016-05-20,2016-05-20,Parallel Courses,4.0,4.0
1.559758,2016-03-25,2016-03-25,Bleed,4.3,17.0
2.981184,2016-09-29,2016-09-29,The Duelist,6.0,20.0
1.197393,2016-03-26,2016-03-26,A Bride for Rip Van Winkle,6.7,11.0
1.579585,2016-09-23,2016-09-23,Dirty 30,6.2,19.0
16.719657,2016-09-09,2016-09-09,The Fury of a Patient Man,6.7,105.0
3.458259,2016-10-28,2016-10-28,Gimme Danger,7.2,28.0
0.031813,2016-02-15,2016-02-15,Tectonic Plate,0.0,0.0
0.251089,2016-12-14,2016-12-14,The Girl Without Hands,8.3,5.0
0.252949,2016-07-28,2016-07-28,The Magnitsky Act. - Behind the Scenes,0.0,0.0
0.034123,2016-03-24,2016-03-24,Murderous Tales,0.0,0.0
0.967907,2015-09-03,2015-09-03,Office,6.4,8.0
0.145502,2015-12-30,2015-12-30,Rag Union,7.3,3.0
0.920892,2015-11-15,2015-11-15,The Swedish Theory of Love,6.9,8.0
0.115035,2015-01-01,2015-01-01,Víkend,6.0,2.0
0.0977,2016-01-21,2016-01-21,Gondolj rám,0.0,0.0
0.144624,2015-10-26,2015-10-26,"My Night, Your Day",10.0,1.0
0.887298,2016-06-14,2016-06-14,Flowers of Evil,4.5,4.0
0.49439,2016-10-13,2016-10-13,The Last Band in Lebanon,0.0,0.0
1.823626,2015-12-23,2015-12-23,Capsule,5.2,26.0
0.07273,2016-04-30,2016-04-30,The Dwarvenaut,6.0,1.0
1.817092,2015-09-27,2015-09-27,Man vs. Snake,7.0,26.0
0.126171,2016-09-15,2016-09-15,Set the Thames on Fire,7.0,2.0
1.373548,2015-12-19,2015-12-19,The Spirit of Christmas,6.5,23.0
0.183365,2015-02-14,2015-02-14,Cloudy With a Chance of Love,3.3,2.0
0.850828,2015-12-01,2015-12-01,The Flight Before Christmas,5.0,9.0
0.940223,2015-09-13,2015-09-13,"Signed, Sealed, Delivered: Truth Be Told",7.0,2.0
0.409165,2015-10-04,2015-10-04,"Signed, Sealed, Delivered: The Impossible Dream",6.0,1.0
1.082366,2015-06-06,2015-06-06,"Signed, Sealed, Delivered: From Paris With Love",6.6,5.0
3.060973,2016-06-19,2016-06-19,"Murder, She Baked: A Deadly Recipe",7.1,7.0
4.405129,2015-06-26,2015-06-26,Teen Beach 2,6.2,105.0
0.230124,2016-04-02,2016-04-02,Secret Summer,4.8,3.0
1.01793,2016-02-21,2016-02-21,"Signed, Sealed, Delivered: From the Heart",5.5,3.0
1.223986,2016-06-04,2016-06-04,Ms. Matched,6.2,8.0
0.774052,2016-08-06,2016-08-06,My Summer Prince,4.5,4.0
0.639731,2016-07-24,2016-07-24,"Signed, Sealed, Delivered: One in a Million",5.0,3.0
1.152114,2016-02-14,2016-02-14,Anything for Love,4.5,15.0
0.954314,2016-02-06,2016-02-06,Appetite For Love,6.3,7.0
0.826013,2015-06-21,2015-06-21,Perfect Match,5.4,13.0
1.242104,2016-05-21,2016-05-21,Date with Love,6.8,14.0
0.772232,2016-06-18,2016-06-18,The Convenient Groom,6.0,4.0
0.276956,2015-06-06,2015-06-06,Love Finds You in Charm,5.8,6.0
0.286101,2016-02-14,2016-02-14,Love Finds You in Valentine,6.4,7.0
0.708313,2015-03-18,2015-03-18,Danny Says,6.7,6.0
0.761086,2015-10-25,2015-10-25,You Cast A Spell On Me,7.3,3.0
1.347996,2016-05-02,2016-05-02,Raising the Bar,6.0,10.0
0.136178,2016-09-25,2016-09-25,"Signed, Sealed, Delivered: Lost Without You",8.0,1.0
0.359493,2016-03-13,2016-03-13,The Alchemist Cookbook,4.1,8.0
25.373662,2017-04-06,2017-04-06,Colossal,6.2,394.0
0.563982,2016-04-30,2016-04-30,Do Not Resist,6.6,8.0
0.130588,2015-09-04,2015-09-04,Tharlo,6.7,3.0
3.504021,2016-01-10,2016-01-10,"Murder, She Baked: A Peach Cobbler Mystery",8.6,8.0
5.761235,2016-08-02,2016-08-02,A Cinderella Story: If the Shoe Fits,6.1,99.0
0.393518,2016-08-11,2016-08-11,Diggers,3.5,4.0
11.164762,2016-08-01,2016-08-01,Night Guards,5.7,12.0
0.993488,2015-10-23,2015-10-23,Where's the Dragon?,2.0,1.0
3.63133,2016-10-07,2016-10-07,Blue Jay,7.2,72.0
0.459937,2015-09-08,2015-09-08,Interruption,7.5,4.0
6.913581,2017-04-13,2017-04-13,Voyage of Time: Life's Journey,6.2,32.0
19.681686,2016-11-29,2016-11-29,La La Land,7.9,4745.0
8.255986,2016-10-07,2016-10-07,13th,8.0,133.0
6.042021,2016-09-19,2016-09-19,The Siege of Jadotville,7.3,165.0
1.20963,2016-10-06,2016-10-06,Collector,7.2,23.0
4.909346,2016-02-27,2016-02-27,Being 17,7.0,91.0
6.871869,2016-04-18,2016-04-18,Vincent N Roxxy,5.6,21.0
0.153511,2015-11-27,2015-11-27,Road to Yesterday,6.0,3.0
1.006543,2016-09-09,2016-09-09,Brother Nature,5.0,14.0
1.080247,2015-09-10,2015-09-10,Clean Hands,5.2,11.0
5.673744,2016-06-24,2016-06-24,The Salesman,7.1,158.0
4.846611,2015-08-13,2015-08-13,Barbie in Rock 'N Royals,6.2,28.0
4.437478,2016-01-15,2016-01-15,Barbie: Spy Squad,6.3,30.0
3.359294,2016-10-07,2016-10-07,Two Lottery Tickets,7.6,6.0
13.085186,2016-11-17,2016-11-17,Allied,6.6,1415.0
6.533171,2016-11-11,2016-11-11,The Monster,5.4,119.0
0.635835,2016-03-13,2016-03-13,Chicken People,7.0,4.0
2.203931,2016-10-07,2016-10-07,Phantasm: Ravager,5.4,34.0
0.519491,2016-10-08,2016-10-08,Autumn in the Vineyard,8.0,4.0
0.169443,2016-06-24,2016-06-24,Falsely Accused,5.5,2.0
1.651329,2016-10-06,2016-10-06,Who Gets the Dog?,5.6,9.0
0.130838,2016-08-26,2016-08-26,Seneca's Day,0.0,0.0
2.759205,2016-10-14,2016-10-14,Baked in Brooklyn,5.4,27.0
0.719873,2016-05-06,2016-05-06,Born to Win,3.8,11.0
1.957074,2017-08-03,2017-08-03,London Town,6.3,16.0
3.495883,2016-10-08,2016-10-08,Batman: Return of the Caped Crusaders,7.2,37.0
18.473022,2017-01-12,2017-01-12,Brimstone,7.0,176.0
0.345323,2016-01-01,2016-01-01,Dugma: The Button,7.0,1.0
18.311054,2016-10-13,2016-10-13,Inferno,5.7,2316.0
9.48515,2016-10-20,2016-10-20,Keeping Up with the Joneses,5.9,608.0
10.182974,2016-10-20,2016-10-20,Ouija: Origin of Evil,5.8,735.0
9.86258,2016-09-19,2016-09-19,My Blind Brother,6.2,19.0
0.706061,2016-10-02,2016-10-02,Louis Theroux: Savile,7.5,10.0
4.136987,2016-10-11,2016-10-11,Mascots,5.8,54.0
1.358114,2016-09-30,2016-09-30,Crisis in Six Scenes,6.3,27.0
1.809272,2016-10-11,2016-10-11,Patient Seven,5.2,29.0
1.779393,2017-01-27,2017-01-27,The White King,6.3,10.0
0.629013,2016-03-16,2016-03-16,What a Wonderful Family!,7.0,6.0
1.373344,2016-09-22,2016-09-22,Wild Oats,6.3,18.0
16.83711,2016-10-13,2016-10-13,Trolls,6.7,1054.0
0.393677,2016-01-21,2016-01-21,Sky Ladder: The Art of Cai Guo-Qiang,8.4,10.0
0.450096,2015-09-25,2015-09-25,Western,4.5,2.0
0.535087,2016-10-07,2016-10-07,Russell Peters: Almost Famous,6.6,7.0
0.465513,2016-09-10,2016-09-10,Girl in the Box,6.7,3.0
2.245922,2015-03-14,2015-03-14,Raiders!: The Story of the Greatest Fan Film Ever Made,7.6,16.0
0.178468,2015-04-19,2015-04-19,Dream/Killer,7.3,3.0
0.955066,2016-11-17,2016-11-17,37,4.6,8.0
8.312298,2016-09-14,2016-09-14,Una,6.6,22.0
0.706414,2016-02-19,2016-02-19,The High Frontier,5.8,8.0
1.184042,2015-12-26,2015-12-26,Stalked by My Doctor,5.1,11.0
0.561415,2016-09-05,2016-09-05,Stalked by My Doctor: The Return,4.7,6.0
6.703892,2016-10-14,2016-10-14,Max Steel,5.1,234.0
2.2326,2016-06-15,2016-06-15,Struggle for Life,5.8,26.0
1.13377,2016-01-05,2016-01-05,Adulterers,5.2,16.0
0.478011,2016-04-14,2016-04-14,Fritz Lang,5.0,4.0
1.736931,2016-03-12,2016-03-12,Operator,6.3,29.0
0.606191,2016-01-01,2016-01-01,Amber Alert,5.4,7.0
6.316596,2016-10-02,2016-10-02,Supersonic,7.5,52.0
1.273174,2015-11-25,2015-11-25,21 Nights with Pattie,5.7,28.0
2.41012,2016-10-07,2016-10-07,The Swap,7.0,30.0
1.563828,2016-06-25,2016-06-25,Center Stage: On Pointe,7.0,15.0
0.571807,2016-10-15,2016-10-15,Pumpkin Pie Wars,5.8,4.0
2.351852,2016-06-30,2016-06-30,My Bakery in Brooklyn,5.0,32.0
0.880199,2016-10-01,2016-10-01,Love on a Limb,6.6,7.0
1.271724,2016-10-09,2016-10-09,Death Al Dente: A Gourmet Detective Mystery,4.0,3.0
1.029507,2016-06-21,2016-06-21,Jessica Darling's It List,4.0,17.0
2.851343,2015-05-16,2015-05-16,Gourmet Detective,6.2,6.0
2.491969,2015-08-02,2015-08-02,Gourmet Detective: A Healthy Place to Die,4.0,4.0
0.133594,2015-01-01,2015-01-01,Romantically Speaking,5.0,2.0
0.339427,2016-10-13,2016-10-13,O Shaolin do Sertão,6.9,7.0
4.412986,2016-11-25,2016-11-25,Always Shine,5.3,36.0
0.373688,2015-11-13,2015-11-13,Song of Lahore,6.5,2.0
0.145088,2016-05-06,2016-05-06,A Light Beneath Their Feet,6.3,3.0
10.754997,2016-09-30,2016-09-30,Denial,6.5,161.0
0.349211,2016-10-21,2016-10-21,It's All Good,0.0,0.0
2.178526,2016-10-20,2016-10-20,The Rocky Horror Picture Show: Let's Do the Time Warp Again,5.2,43.0
15.60562,2016-10-19,2016-10-19,Jack Reacher: Never Go Back,5.3,1843.0
3.805811,2016-12-09,2016-12-09,Frank & Lola,5.7,51.0
0.843296,2016-10-01,2016-10-01,Hamilton's America,5.7,11.0
